,Region,Site,Filename,Start.freq,End.freq,Min.freq,Max.freq,Delta.freq,Duration,Extrema,sqrtStart.freq,sqrtEnd.freq,sqrtDelta.freq,logDuration,logExt,sqrtMin,sqrtMax
1,Coastal,2,20160729_231703.601,4800,5109.7,3522.6,5109.7,1587.1,0.731,3,69.2820323,71.48216561,39.83842366,-0.313341819,1.098612289,59.35149535,71.48216561
2,Coastal,2,20160730_011125.975,2129,2322.6,1935.5,4954.8,3019.3,1.406,4,46.14108798,48.19336054,54.94815738,0.340748793,1.386294361,43.99431781,70.39034025
3,Coastal,2,20160730_011127.310,4899.6,4680.6,1970.8,4981.7,3010.9,1.483,6,69.9971428,68.41491066,54.87166846,0.394067063,1.791759469,44.39369325,70.58115896
4,Coastal,2,20160731_230002.515,5264.5,8129,3290.3,8554.8,5264.5,2.052,7,72.55687424,90.16096716,72.55687424,0.718814927,1.945910149,57.36113667,92.49216183
5,Coastal,2,20160802_000019.122,1858.1,4451.6,1664.5,5690.3,4025.8,2.106,4,43.10568408,66.72031175,63.44919227,0.744790414,1.386294361,40.79828428,75.43407718
6,Coastal,2,20160804_230341.325,5225.8,2012.9,1741.9,5767.7,4025.8,4.42,7,72.28969498,44.86535412,63.44919227,1.486139696,1.945910149,41.73607552,75.94537511
7,Coastal,2,20160815_220048.975,2438.7,2012.9,2012.9,8012.9,6000,1.59,3,49.38319552,44.86535412,77.45966692,0.463734016,1.098612289,44.86535412,89.51480325
8,Coastal,2,20160815_220134.034,1780.6,1896.8,1780.6,5883.9,4103.3,2.234,3,42.1971563,43.55226745,64.05700586,0.803793701,1.098612289,42.1971563,76.70658381
9,Coastal,2,20160815_220956.677,3483.9,2245.2,2361.3,4025.8,1664.5,1.601,8,59.02457115,47.38354145,40.79828428,0.470628434,2.079441542,48.5932094,63.44919227
10,Coastal,2,20160817_230021.071,5419.4,3987.1,3987.1,5961.3,1974.2,1.004,3,73.61657422,63.14348739,44.43197047,0.003992021,1.098612289,63.14348739,77.20945538
11,Coastal,2,20160818_230623.114,6038.7,1974.2,1974.2,6154.8,4180.6,1.23,4,77.70907283,44.43197047,64.6575595,0.207014169,1.386294361,44.43197047,78.45253342
12,Coastal,2,20160819_001013.250,4916.1,2748.4,2477.4,5187.1,2709.7,1.113,9,70.11490569,52.42518479,52.05477884,0.107059072,2.197224577,49.77348692,72.02152456
13,Coastal,2,20160822_180028.753,7741.9,2477.4,1974.2,8361.3,6387.1,2.398,9,87.98806737,49.77348692,79.91933433,0.874635057,2.197224577,44.43197047,91.44014436
14,Coastal,2,20160822_181543.684,2283.9,3483.9,2167.7,9135.5,6967.8,3.449,7,47.79016635,59.02457115,83.47334904,1.238084334,1.945910149,46.55856527,95.57980958
15,Coastal,2,20160824_231656.635,4838.7,2903.2,2012.9,5574.2,3561.3,2.09,7,69.5607648,53.88135113,59.67662859,0.737164066,1.945910149,44.86535412,74.66056523
16,Coastal,2,20160904_000626.472,2787.1,2400,2051.6,7393.5,5341.9,2.69,8,52.79299196,48.98979486,73.08830276,0.989541194,2.079441542,45.29459129,85.98546389
17,Coastal,2,20170111_001025,12503.2,7006.5,7006.5,14748.4,7741.9,0.939,5,111.8177088,83.70483857,87.98806737,-0.0629398,1.609437912,83.70483857,121.4429907
18,Coastal,2,20170112_231715,21793.5,8593.5,8593.5,22296.8,13703.3,0.874,5,147.6262172,92.70113268,117.0610952,-0.134674903,1.609437912,92.70113268,149.3211305
19,Coastal,2,20170115_190834,7587.1,10374.2,7587.1,16296.8,8709.7,1.813,3,87.10396087,101.8538168,93.3257735,0.594982932,1.098612289,87.10396087,127.6589206
20,Coastal,2,20170116_030612,16000,11677.4,6129,16000,9871,0.986,3,126.4911064,108.0620192,99.35290635,-0.014098924,1.098612289,78.2879301,126.4911064
21,Coastal,2,20170117_011737,15130.4,8428.1,8066.9,15130.4,7063.5,0.597,6,123.0056909,91.80468398,84.044631,-0.515838166,1.791759469,89.81592286,123.0056909
22,Coastal,2,20170119_221027,9391.3,10434.8,9391.3,18020.1,8628.8,1.611,5,96.90871994,102.1508688,92.89133436,0.476855104,1.609437912,96.90871994,134.238966
23,Coastal,2,20170120_051732,13966.6,8829.4,8829.4,13966.6,5137.2,1.156,2,118.1803706,93.96488706,71.67426316,0.14496577,0.693147181,93.96488706,118.1803706
24,Coastal,2,20170121_030619,14729.1,12171.4,7986.6,14729.1,6742.5,1.013,7,121.3635036,110.3240681,82.11272739,0.012916225,1.945910149,89.36777943,121.3635036
25,Coastal,2,20170129_210758,11919.7,8347.8,5819.4,16976.6,11157.2,1.297,7,109.1773786,91.36629576,105.6276479,0.260053905,1.945910149,76.28499197,130.2942823
26,Coastal,2,20170131_211919,12923.1,13886.3,8388,13886.3,5498.3,1.19,7,113.6798135,117.840146,74.15052259,0.173953307,1.945910149,91.58602513,117.840146
27,Coastal,2,20170202_041521,20668.9,8521.3,7505,20668.9,13163.9,1.036,5,143.7668251,92.31088777,114.7340403,0.035367144,1.609437912,86.63140308,143.7668251
28,Coastal,2,20170206_170211,8107,11317.7,6421.4,15491.6,9070.2,1.317,5,90.03888049,106.3846793,95.23759762,0.275356423,1.609437912,80.13363838,124.4652562
29,Coastal,2,20170206_170522,12642.1,18662.2,12642.1,18792.3,6150.2,1.378,6,112.4370935,136.6096629,78.42321085,0.320633173,1.791759469,112.4370935,137.0850101
30,Coastal,2,20170220_041932,5618.7,9190.6,5618.7,14408,8789.3,1.429,4,74.95798823,95.86761706,93.75126666,0.356974899,1.386294361,74.95798823,120.0333287
31,Coastal,2,20170228_001055,12682.3,17859.5,7986.6,17859.5,9872.9,1.392,3,112.6157183,133.6394403,99.36246776,0.330741562,1.098612289,89.36777943,133.6394403
32,Coastal,2,20170308_071621,13765.9,12521.7,8949.8,18461.5,9511.7,1.698,7,117.3281722,111.9004021,97.52794471,0.529451088,1.945910149,94.6033826,135.8731026
33,Coastal,2,20170310_061906,11799.3,15812.7,10474.9,18421.4,7946.5,1.119,7,108.6245829,125.7485586,89.14314331,0.112435429,1.945910149,102.3469589,135.7254582
34,Coastal,2,20170621_231834,4214,13926.4,4214,13926.4,9712.4,0.554,2,64.91532947,118.0101691,98.55150937,-0.590590592,0.693147181,64.91532947,118.0101691
35,Coastal,2,20170622_221811,6381.3,11317.7,6381.3,15090.3,8709,1.176,4,79.8830395,106.3846793,93.32202312,0.162118849,1.386294361,79.8830395,122.8425822
36,Coastal,2,20170626_210632,10755.9,4976.6,4414.7,12401.3,7986.6,1.26,5,103.7106552,70.54502109,89.36777943,0.231111721,1.609437912,66.44320883,111.3611243
37,Coastal,2,20170701_231440,7665.6,5779.3,5779.3,22515.1,16735.8,0.59,5,87.55341227,76.02170743,129.36692,-0.527632742,1.609437912,76.02170743,150.0503249
38,Coastal,2,20170702_230855,5979.9,4735.8,4735.8,12361.2,7625.4,1.089,7,77.32981314,68.81714903,87.32353635,0.085259844,1.945910149,68.81714903,111.1809336
39,Coastal,2,20170706_040645,6060.2,5097,4414.7,11157.2,6742.5,0.992,7,77.8472864,71.39327699,82.11272739,-0.008032172,1.945910149,66.44320883,105.6276479
40,Coastal,2,20170720_200648,8227.4,6461.5,6461.5,12240.8,5779.3,0.827,5,90.7050164,80.38345601,76.02170743,-0.189950584,1.609437912,80.38345601,110.6381489
41,Coastal,2,20170729_020553,8428.1,4454.8,4454.8,13364.5,8909.7,0.581,5,91.80468398,66.74428815,94.39120722,-0.543004522,1.609437912,66.74428815,115.6049307
42,Coastal,2,20170730_230627,8588.6,4414.7,4414.7,11518.4,7103.7,0.918,5,92.67469989,66.44320883,84.28345033,-0.085557888,1.609437912,66.44320883,107.3238091
43,Coastal,2,20170730_231346,10515.1,7906.4,6260.9,11719.1,5458.2,1.034,7,102.5431616,88.9179397,73.87963183,0.033434776,1.945910149,79.12584913,108.254792
44,Coastal,2,20170801_220624,10354.5,7545.2,4615.4,10354.5,5739.1,1.399,8,101.7570636,86.8631107,75.75684788,0.335757696,2.079441542,67.93673528,101.7570636
45,Coastal,2,20170809_191947,7103.7,12280.9,6220.7,12481.6,6260.9,0.751,5,84.28345033,110.8192222,79.12584913,-0.286349627,1.609437912,78.87141434,111.7210813
46,Coastal,2,20170816_171514,6180.6,7183.9,6180.6,13444.8,7264.2,0.995,6,78.6167921,84.75789049,85.23027631,-0.005012542,1.791759469,78.6167921,115.9517141
47,Coastal,2,20170816_171553,6301,6782.6,6581.9,14729.1,8147.2,0.791,6,79.37883849,82.35654194,90.26184133,-0.234457311,1.791759469,81.12890977,121.3635036
48,Coastal,2,20170816_180315,3852.8,5137.1,3852.8,16013.4,12160.6,0.901,5,62.07092717,71.67356556,110.2751105,-0.104250021,1.609437912,62.07092717,126.5440635
49,Coastal,2,A5C.01.ch01.180713.233051.27,4976.6,6702.3,4976.6,10073.6,5097,0.758,3,70.54502109,81.867576,71.39327699,-0.277071893,1.098612289,70.54502109,100.3673254
50,Coastal,2,A5C.01.ch01.180714.014630.76,5578.6,4214,4214,7906.4,3692.4,0.512,3,74.69002611,64.91532947,60.76512157,-0.669430654,1.098612289,64.91532947,88.9179397
51,Coastal,2,A5C.01.ch01.180725.221719.01,4575.3,3250.8,3250.8,9471.6,6220.8,0.921,8,67.64096392,57.01578729,78.87204828,-0.082295243,2.079441542,57.01578729,97.32214548
52,Coastal,2,A5C.01.ch01.180802.223303.71,8628.8,5377.9,5377.9,12120.4,6742.5,0.619,3,92.89133436,73.33416666,82.11272739,-0.479650006,1.098612289,73.33416666,110.0926882
53,Coastal,2,A5C.01.ch01.180815.210216.68,14207.4,8548.5,8066.9,15130.4,7063.5,0.843,4,119.1947985,92.45809862,84.044631,-0.170788321,1.386294361,89.81592286,123.0056909
54,Coastal,2,A5C.01.ch01.180901.134553.82,4374.6,7063.5,4374.6,7063.5,2688.9,0.613,2,66.14075899,84.044631,51.85460442,-0.489390343,0.693147181,66.14075899,84.044631
55,Coastal,2,A5C.01.ch01.180909.033007.85,6903,11277.6,6903,11277.6,4374.6,0.792,4,83.08429454,106.1960451,66.14075899,-0.233193887,1.386294361,83.08429454,106.1960451
56,Coastal,2,A5C.01.ch01.180918.221811.57,4374.6,21872.9,4374.6,21872.9,17498.3,0.354,2,66.14075899,147.8948951,132.28114,-1.038458366,0.693147181,66.14075899,147.8948951
57,Coastal,2,A5C.01.ch01.180920.014527.73,10916.4,18100.3,7023.4,18100.3,11076.9,0.421,3,104.4815773,134.5373554,105.2468527,-0.865122445,1.098612289,83.80572773,134.5373554
58,Coastal,2,A5C.01.ch01.180920.194652.73,4294.3,9752.5,4294.3,9752.5,5458.2,0.338,2,65.53090874,98.75474672,73.87963183,-1.084709383,0.693147181,65.53090874,98.75474672
59,Coastal,2,A5C.01.ch01.180927.220006.51,6383,14421.8,6383,14421.8,8038.8,0.343,2,79.89367935,120.090799,89.65935534,-1.070024832,0.693147181,79.89367935,120.090799
60,Coastal,2,A5C.01.ch01.180927.221916.01,8531.2,10265.6,6421.9,10265.6,3843.7,0.231,3,92.36449534,101.3192973,61.9975806,-1.465337568,1.098612289,80.13675811,101.3192973
61,Coastal,2,A5C.01.ch01.181112.051630.04,10555.2,8227.4,5939.8,10555.2,4615.4,0.984,3,102.738503,90.7050164,67.93673528,-0.016129382,1.098612289,77.07009796,102.738503
62,Coastal,2,A5C.01.ch01.181118.160223.47,19424.7,18662.2,12963.2,19424.7,6461.5,1.29,3,139.3725224,136.6096629,80.38345601,0.254642218,1.098612289,113.8560495,139.3725224
63,Coastal,2,A5C.01.ch01.181126.020018.77,4254.2,14648.8,4254.2,14648.8,10394.6,0.965,2,65.22422863,121.0322271,101.9539112,-0.035627178,0.693147181,65.22422863,121.0322271
64,Coastal,2,A5C.01.ch01.181126.024518.28,9431.4,9270.9,7464.9,9913,2448.1,0.965,5,97.11539528,96.28551293,49.47827806,-0.035627178,1.609437912,86.39965278,99.56404974
65,Coastal,2,A5C.01.ch01.181202.090039.22,12240.8,9431.4,7464.9,12240.8,4775.9,0.402,3,110.6381489,97.11539528,69.10788667,-0.91130319,1.098612289,86.39965278,110.6381489
66,Coastal,2,A5C.01.ch01.181202.103133.90,15331.1,14448.2,12441.5,19183.9,6742.4,1.282,6,123.8188192,120.2006656,82.11211847,0.248421358,1.791759469,111.5414721,138.5059566
67,Coastal,2,A5C.02.ch01.180727.063400.36,8949.8,11237.5,6903,11237.5,4334.5,0.884,3,94.6033826,106.0070752,65.83691973,-0.123298216,1.098612289,83.08429454,106.0070752
68,Coastal,2,A5C.02.ch01.180729.211804.62,6822.7,6782.6,6782.6,10996.7,4214.1,0.782,3,82.5996368,82.35654194,64.9160997,-0.245900538,1.098612289,82.35654194,104.8651515
69,Coastal,2,A5C.02.ch01.180729.214628.26,4214,19906.4,4214,21030.1,16816.1,0.91,4,64.91532947,141.0900422,129.6769062,-0.094310679,1.386294361,64.91532947,145.0175851
70,Coastal,2,A5C.02.ch01.180730.023252.55,9230.8,4575.3,4575.3,9230.8,4655.5,1.015,2,96.07705241,67.64096392,68.23122452,0.014888612,0.693147181,67.64096392,96.07705241
71,Coastal,2,A5C.02.ch01.181013.061535.90,6782.6,4774.9,4774.9,10434.8,5659.9,0.798,5,82.35654194,69.10065123,75.23230689,-0.225646682,1.609437912,69.10065123,102.1508688
72,Coastal,2,A5C.02.ch01.181112.053416.67,11678.9,14488.3,11678.9,14488.3,2809.4,1.331,2,108.0689595,120.3673544,53.00377345,0.285930539,0.693147181,108.0689595,120.3673544
73,Coastal,2,A5C.02.ch01.181118.160233.79,8829.4,10956.5,7545.2,10956.5,3411.3,0.706,5,93.96488706,104.6733013,58.40633527,-0.348140041,1.609437912,86.8631107,104.6733013
74,Coastal,2,A5C.02.ch01.181126.024528.35,11357.9,7585.3,7585.3,11357.9,3772.6,0.93,2,106.5734489,87.09362778,61.42149461,-0.072570693,0.693147181,87.09362778,106.5734489
75,Coastal,2,A5C.02.ch01.181130.171614.19,10876.3,12120.4,8026.8,12120.4,4093.6,1.182,6,104.2895009,110.0926882,63.98124725,0.167207919,1.791759469,89.59241039,110.0926882
76,Coastal,2,A5C.02.ch01.181130.173254.11,11558.5,13244.1,10715.7,20187.3,9471.6,1.438,5,107.5104646,115.0830135,97.32214548,0.363253259,1.609437912,103.5166653,142.0820186
77,Coastal,2,A5C.02.ch01.181202.074845.76,8990,9712.4,6862.9,9712.4,2849.5,0.985,5,94.81561053,98.55150937,53.38070813,-0.015113638,1.609437912,82.84262188,98.55150937
78,Coastal,2,A5C.03.ch01.180730.021848.45,10354.5,4775.9,4775.9,10675.6,5899.7,0.417,4,101.7570636,69.10788667,76.80950462,-0.874669057,1.386294361,69.10788667,103.3227952
79,Coastal,2,A5C.03.ch01.180730.023338.02,10354.5,4535.1,4535.1,10354.5,5819.4,0.571,4,101.7570636,67.3431511,76.28499197,-0.560366069,1.386294361,67.3431511,101.7570636
80,Coastal,2,A5C.03.ch01.181119.000116.48,11357.9,6943.1,6943.1,11357.9,4414.8,1.055,3,106.5734489,83.32526628,66.44396135,0.053540767,1.098612289,83.32526628,106.5734489
81,Coastal,2,A5C.03.ch01.181202.201726.99,13765.9,14729.1,9551.8,14729.1,5177.3,0.772,3,117.3281722,121.3635036,71.95345718,-0.258770729,1.098612289,97.7333106,121.3635036
82,Coastal,2,A5C.03.ch01.181202.203431.75,7063.5,8026.8,7063.5,12682.3,5618.8,1.237,3,84.044631,89.59241039,74.95865527,0.212689093,1.098612289,84.044631,112.6157183
83,Coastal,2,A5C.03.ch01.181203.164704.07,16655.5,9471.6,9471.6,16655.5,7183.9,0.826,2,129.0561893,97.32214548,84.75789049,-0.191160505,0.693147181,97.32214548,129.0561893
84,Coastal,2,A5C.08.ch01.181202.091816.39,20548.5,12160.5,8990,20548.5,11558.5,1.297,5,143.3474799,110.2746571,107.5104646,0.260053905,1.609437912,94.81561053,143.3474799
85,Coastal,2,20160802_000109.165,2032,2521.1,1655.7,6735.5,5079.8,2.436,8,45.07771068,50.21055666,71.27271568,0.89035735,2.079441542,40.69029368,82.07009199
86,Coastal,2,20170129_210743,15751.7,12824.8,5853.7,17028.8,11175.1,1.35,6,125.5057768,113.2466335,105.7123455,0.300104592,1.791759469,76.50947654,130.4944443
87,Coastal,2,20170218_021741,12292.7,11547.7,7450.1,17773.8,10323.7,0.784,4,110.8724492,107.4602252,101.6056101,-0.243346259,1.386294361,86.31396179,133.3184158
88,Coastal,2,20170730_230958,4553.1,3311.3,3311.3,13960.3,10649,1.065,5,67.47666263,57.54389629,103.1939921,0.062974799,1.609437912,57.54389629,118.1537134
89,Coastal,2,20170903_011936,8514.4,15379.2,6758.3,15379.2,8620.9,0.663,3,92.27350649,124.0129026,92.84880182,-0.410980289,1.098612289,82.2088803,124.0129026
90,Coastal,2,A5C.01.ch01.180731.003027.30,8096.4,5494,5494,11891.6,6397.6,0.344,3,89.97999778,74.12152184,79.98499859,-1.067113622,1.098612289,74.12152184,109.048613
91,Coastal,2,A5C.01.ch01.180814.204759.71,7167.4,15203.6,7167.4,15203.6,8036.2,1.294,4,84.66049846,123.3028791,89.64485484,0.257738196,1.386294361,84.66049846,123.3028791
92,Coastal,2,A5C.01.ch01.180924.091626.73,9975.9,12108.4,8566.3,17168.7,8602.4,0.865,8,99.87942731,110.0381752,92.74912399,-0.145025772,2.079441542,92.55430838,131.029386
93,Coastal,2,A5C.01.ch01.181112.053001.20,13807.2,13807.2,7771.1,13807.1,6036,1.396,3,117.5040425,117.5040425,77.6916984,0.333611004,1.098612289,88.1538428,117.503617
94,Coastal,2,A5C.02.ch01.181119.001711.10,11530.1,5927.7,5927.7,11530.1,5602.4,0.945,2,107.3783032,76.99155798,74.84918169,-0.056570351,0.693147181,76.99155798,107.3783032
95,Coastal,2,A5C.02.ch01.181126.020225.24,8132.5,9433.7,6578.3,9433.7,2855.4,0.612,3,90.18037481,97.12723614,53.43594296,-0.491022996,1.098612289,81.10671982,97.12723614
96,Coastal,2,A5C.01.ch01.181130.173006.92,10988,11602.4,7843.4,12397.6,4554.2,0.65,6,104.8236615,107.7144373,67.48481311,-0.430782916,1.791759469,88.56297195,111.3445104
97,Coastal,2,A5C.01.ch01.181130.211723.99,15867.5,7048.2,7048.2,15867.5,8819.3,1.047,2,125.9662653,83.95355859,93.9111282,0.045928932,0.693147181,83.95355859,125.9662653
98,Coastal,2,116_20170309_081846,9144.6,8819.3,5674.7,11457.8,5783.1,1.596,10,95.62740193,93.9111282,76.04669618,0.467500499,2.302585093,75.33060467,107.0411136
99,Coastal,2,A5C.01.ch01.180814.201801.61,7518.1,5421.7,5277.1,16156.6,10879.5,1.372,4,86.7069778,73.63219405,104.3048417,0.316269529,1.386294361,72.64365079,127.108615
100,Coastal,2,A5C.01.ch01.180715.200049.53,6973.6,3713.2,3713.2,6837.7,3124.5,0.781,6,83.50808344,60.93603203,55.89722712,-0.247180129,1.791759469,60.93603203,82.69038638
101,Coastal,1,20170613.153642.31..sel.66,4821.4,22142.9,4821.4,22142.9,17321.5,0.44,4,69.43630174,148.8049058,131.6111697,-0.820980552,1.386294361,69.43630174,148.8049058
102,Coastal,1,20170613.154143.17..sel.72,7531.9,10723.4,7531.9,17702.1,10170.2,0.793,4,86.78651969,103.5538507,100.8474095,-0.231932057,1.386294361,86.78651969,133.049239
103,Coastal,1,20170614.062236.14..sel.129,8095.1,8630,7274.9,12338.8,5063.9,0.788,5,89.97277366,92.8977933,71.16108487,-0.238257189,1.609437912,85.29302433,111.0801512
104,Coastal,1,20170614.063620.38..sel.137,9699.9,16546.8,5242.2,16546.8,11304.6,0.295,5,98.48807034,128.6343655,106.3230925,-1.220779923,1.609437912,72.40303861,128.6343655
105,Coastal,1,20170615.052040.34..sel.245,10601.2,6331.3,5889.6,11435.6,5546,0.947,7,102.962129,79.56946651,74.47147105,-0.054456186,1.945910149,76.74372939,106.9373648
106,Coastal,1,20170615.192432.58..sel.281,7274.9,8986.6,5884.1,10520.1,4636,1.263,5,85.29302433,94.7976793,68.08817812,0.233489843,1.609437912,76.70788747,102.5675387
107,Coastal,1,20170615.204852.40..sel.296,10948,20612.2,5277.9,23108.5,17830.6,0.781,7,104.6326909,143.5694954,133.5312697,-0.247180129,1.945910149,72.64915691,152.0148019
108,Coastal,1,20170616.040316.79..sel.312,8630,6989.6,6169.4,10413.1,4243.7,0.798,6,92.8977933,83.60382766,65.14368734,-0.225646682,1.791759469,78.5455282,102.0445981
109,Coastal,1,20170616.043157.04..sel.320,7560.2,9200.6,7560.2,18936.1,11375.9,0.691,8,86.94941058,95.91975813,106.6578642,-0.369615455,2.079441542,86.94941058,137.6085026
110,Coastal,1,20170616.111628.92..sel.327,8701.3,4315,4315,17153,12838,0.827,5,93.280759,65.6886596,113.3048984,-0.189950584,1.609437912,65.6886596,130.9694621
111,Coastal,1,20170616.111633.83..sel.328,8674.7,4385.5,4385.5,16722.9,12337.4,0.873,7,93.13806955,66.22310775,111.0738493,-0.135819723,1.945910149,66.22310775,129.3170522
112,Coastal,1,20170618.005412.94..sel.374,9445.8,3951.8,3277.1,13686.7,10409.6,1.3,11,97.18950561,62.86334385,102.0274473,0.262364264,2.397895273,57.24596056,116.9901705
113,Coastal,1,20170618.053415.74..sel.389,7421.7,4674.7,4530.1,7855.4,3325.3,0.816,6,86.14928903,68.3717778,57.66541424,-0.203340924,1.791759469,67.30601756,88.63069446
114,Coastal,1,20170618.083105.48..sel.416,7710.8,4481.9,4481.9,13349.4,8867.5,1.435,8,87.81116102,66.94699396,94.16740413,0.361164849,2.079441542,66.94699396,115.5396036
115,Coastal,1,sel.06.T1C.2017.07,11518.1,5108.4,5108.4,13542.2,8433.8,0.39,5,107.3224115,71.47307185,91.8357229,-0.94160854,1.609437912,71.47307185,116.3709586
116,Coastal,1,sel.100.T1C.2017.07,7807.2,11084.3,7421.7,12289.2,4867.5,0.758,8,88.35836123,105.2820023,69.76747093,-0.277071893,2.079441542,86.14928903,110.8566642
117,Coastal,1,sel.100_T1C_201708,9397.6,4048.2,4048.2,9397.6,5349.4,1.06,6,96.9412193,63.6254666,73.13959256,0.058268908,1.791759469,63.6254666,96.9412193
118,Coastal,1,sel.10_T1C_201708,8192.8,13494,5783.1,13494,7710.9,0.975,5,90.5140873,116.1636776,87.81173042,-0.025317808,1.609437912,76.04669618,116.1636776
