site,whistle,date,SiteIndex
4,Pot.06.190629.031616.82.ctr',6/29/19,109
4,Pot.07.190628.130633.68.ctr',6/28/19,110
4,Pot.07.190629.031620.66.ctr',6/29/19,111
4,Pot.08.190628.130652.48.ctr',6/28/19,112
4,Pot.08.190629.031625.72.ctr',6/29/19,113
4,Pot.01.190701.184521.76.ctr',7/1/19,114
4,Pot.01.190702.164506.85.ctr',7/2/19,115
4,Pot.01.190703.190654.49.ctr',7/3/19,116
4,Pot.01.190703.235606.06.ctr',7/3/19,117
4,Pot.01.190704.000531.51.ctr',7/4/19,118
4,Pot.01.190704.001516.42.ctr',7/4/19,119
4,Pot.01.190704.003635.79.ctr',7/4/19,120
4,Pot.02.190703.235606.47.ctr',7/3/19,121
4,Pot.02.190704.000540.49.ctr',7/4/19,122
4,Pot.02.190704.001536.88.ctr',7/4/19,123
4,Pot.02.190704.002603.66.ctr',7/4/19,124
4,Pot.03.190703.233511.65.ctr',7/3/19,125
4,Pot.03.190704.000557.80.ctr',7/4/19,126
4,Pot.03.190704.001653.70.ctr',7/4/19,127
4,Pot.03.190704.002622.62.ctr',7/4/19,128
4,Pot.04.190702.164652.61.ctr',7/2/19,129
4,Pot.04.190704.002625.42.ctr',7/4/19,130
4,Pot.05.190703.233621.02.ctr',7/3/19,131
4,Pot.01.190803.114642.46.ctr',8/3/19,132
4,Pot.01.190803.115511.65.ctr',8/3/19,133
4,Pot.01.190803.122636.30.ctr',8/3/19,134
4,Pot.01.190803.124516.61.ctr',8/3/19,135
4,Pot.01.190803.132623.01.ctr',8/3/19,136
4,Pot.01.190803.135512.67.ctr',8/3/19,137
4,Pot.01.190803.140536.61.ctr',8/3/19,138
4,Pot.01.190803.150536.81.ctr',8/3/19,139
4,Pot.01.190803.154613.27.ctr',8/3/19,140
4,Pot.01.190803.160532.42.ctr',8/3/19,141
4,Pot.01.190803.162513.83.ctr',8/3/19,142
4,Pot.01.190803.164550.16.ctr',8/3/19,143
4,Pot.01.190803.221612.35.ctr',8/3/19,144
4,Pot.01.190803.225501.00.ctr',8/3/19,145
4,Pot.01.190803.231605.41.ctr',8/3/19,146
4,Pot.01.190803.232541.56.ctr',8/3/19,147
4,Pot.01.190803.234555.01.ctr',8/3/19,148
4,Pot.01.190804.020518.99.ctr',8/4/19,149
4,Pot.01.190804.030542.56.ctr',8/4/19,150
4,Pot.01.190804.041603.74.ctr',8/4/19,151
4,Pot.01.190805.022649.20.ctr',8/5/19,152
4,Pot.01.190805.023533.73.ctr',8/5/19,153
4,Pot.01.190805.025539.86.ctr',8/5/19,154
4,Pot.01.190805.033557.61.ctr',8/5/19,155
4,Pot.01.190805.034526.93.ctr',8/5/19,156
4,Pot.01.190805.035506.21.ctr',8/5/19,157
4,Pot.01.190805.130506.70.ctr',8/5/19,158
4,Pot.01.190805.133600.22.ctr',8/5/19,159
4,Pot.01.190805.170548.35.ctr',8/5/19,160
4,Pot.01.190805.171558.85.ctr',8/5/19,161
4,Pot.01.190805.173633.79.ctr',8/5/19,162
4,Pot.01.190805.180551.15.ctr',8/5/19,163
4,Pot.01.190806.050623.25.ctr',8/6/19,164
4,Pot.01.190806.055509.87.ctr',8/6/19,165
4,Pot.01.190806.211619.91.ctr',8/6/19,166
4,Pot.01.190806.214504.73.ctr',8/6/19,167
4,Pot.01.190806.215654.28.ctr',8/6/19,168
4,Pot.01.190806.230549.47.ctr',8/6/19,169
4,Pot.01.190806.231552.74.ctr',8/6/19,170
4,Pot.01.190806.233614.93.ctr',8/6/19,171
4,Pot.01.190807.000603.34.ctr',8/7/19,172
4,Pot.01.190807.002658.53.ctr',8/7/19,173
4,Pot.01.190807.004526.79.ctr',8/7/19,174
4,Pot.01.190807.005515.93.ctr',8/7/19,175
4,Pot.01.190807.010553.45.ctr',8/7/19,176
4,Pot.01.190807.020503.16.ctr',8/7/19,177
4,Pot.01.190807.021550.41.ctr',8/7/19,178
4,Pot.01.190807.072640.54.ctr',8/7/19,179
4,Pot.01.190807.074531.33.ctr',8/7/19,180
4,Pot.01.190807.080550.21.ctr',8/7/19,181
4,Pot.01.190808.070514.02.ctr',8/8/19,182
4,Pot.01.190808.072522.09.ctr',8/8/19,183
4,Pot.01.190808.085515.17.ctr',8/8/19,184
4,Pot.01.190810.035549.64.ctr',8/10/19,185
4,Pot.01.190810.041542.76.ctr',8/10/19,186
4,Pot.01.190810.061519.53.ctr',8/10/19,187
4,Pot.01.190810.140504.41.ctr',8/10/19,188
4,Pot.01.190810.142609.04.ctr',8/10/19,189
4,Pot.01.190810.143557.59.ctr',8/10/19,190
4,Pot.01.190810.215553.65.ctr',8/10/19,191
4,Pot.01.190814.000512.39.ctr',8/14/19,192
4,Pot.01.190814.005504.75.ctr',8/14/19,193
4,Pot.01.190814.030626.52.ctr',8/14/19,194
4,Pot.01.190814.082535.58.ctr',8/14/19,195
4,Pot.02.190803.122642.52.ctr',8/3/19,196
4,Pot.02.190803.124533.07.ctr',8/3/19,197
4,Pot.02.190803.140659.16.ctr',8/3/19,198
4,Pot.02.190803.153627.86.ctr',8/3/19,199
4,Pot.02.190803.154615.01.ctr',8/3/19,200
4,Pot.02.190803.160518.59.ctr',8/3/19,201
4,Pot.02.190803.162627.94.ctr',8/3/19,202
4,Pot.02.190803.164631.49.ctr',8/3/19,203
4,Pot.02.190803.221637.37.ctr',8/3/19,204
4,Pot.02.190803.230558.00..ctr',8/3/19,205
4,Pot.02.190803.231610.10.ctr',8/3/19,206
4,Pot.02.190803.234604.48.ctr',8/3/19,207
4,Pot.02.190804.020521.19.ctr',8/4/19,208
4,Pot.02.190805.025543.92.ctr',8/5/19,209
4,Pot.02.190805.035512.94.ctr',8/5/19,210
4,Pot.02.190805.180552.48.ctr',8/5/19,211
4,Pot.02.190806.055537.12.ctr',8/6/19,212
4,Pot.02.190806.214622.79.ctr',8/6/19,213
4,Pot.02.190806.231646.56.ctr',8/6/19,214
4,Pot.02.190807.004531.34.ctr',8/7/19,215
4,Pot.02.190807.005514.89.ctr',8/7/19,216
4,Pot.02.190807.012622.64.ctr',8/7/19,217
4,Pot.02.190807.020549.05.ctr',8/7/19,218
4,Pot.02.190807.074542.96.ctr',8/7/19,219
4,Pot.02.190807.075611.12.ctr',8/7/19,220
4,Pot.02.190807.080555.41.ctr',8/7/19,221
4,Pot.02.190808.072616.20.ctr',8/8/19,222
4,Pot.02.190808.085530.07.ctr',8/8/19,223
4,Pot.02.190810.041623.74.ctr',8/10/19,224
4,Pot.02.190810.140633.84.ctr',8/10/19,225
4,Pot.02.190814.005518.43.ctr',8/14/19,226
4,Pot.03.190803.160544.94.ctr',8/3/19,227
4,Pot.03.190803.162636.04.ctr',8/3/19,228
4,Pot.03.190803.230547.80.ctr',8/3/19,229
4,Pot.03.190803.231658.69.ctr',8/3/19,230
4,Pot.03.190803.232611.32.ctr',8/3/19,231
4,Pot.03.190804.020531.90.ctr',8/4/19,232
4,Pot.03.190805.035549.57.ctr',8/5/19,233
4,Pot.03.190805.180613.27.ctr',8/5/19,234
4,Pot.03.190806.055537.69.ctr',8/6/19,235
4,Pot.03.190807.004543.91.ctr',8/7/19,236
4,Pot.03.190807.005530.02.ctr',8/7/19,237
4,Pot.03.190807.012626.28.ctr',8/7/19,238
4,Pot.03.190807.020636.16.ctr',8/7/19,239
4,Pot.03.190807.075612.09.ctr',8/7/19,240
4,Pot.03.190807.080621.89.ctr',8/7/19,241
4,Pot.03.190808.072620.82.ctr',8/8/19,242
4,Pot.03.190810.143604.74.ctr',8/10/19,243
4,Pot.04.190803.160556.01.ctr',8/3/19,244
4,Pot.04.190803.232609.68.ctr',8/3/19,245
4,Pot.04.190804.020609.41.ctr',8/4/19,246
4,Pot.04.190805.180610.98.ctr',8/5/19,247
4,Pot.04.190806.055620.64.ctr',8/6/19,248
4,Pot.04.190807.005533.18.ctr',8/7/19,249
4,Pot.04.190808.085643.34.ctr',8/8/19,250
4,Pot.04.190810.143652.50.ctr',8/10/19,251
4,Pot.05.190807.075624.15.ctr',8/7/19,252
4,Pot.06.190807.075624.99.ctr',8/7/19,253
4,Pot.07.190807.005633.44.ctr',8/7/19,254
4,Pot.07.190807.075646.40.ctr',8/7/19,255
4,Pot.08.190807.075645.58.ctr',8/7/19,256
4,Pot01.190814.011532.31.ctr',8/14/19,257
4,Pot01.190814.012502.38.ctr',8/14/19,258
4,Pot01.190814.013640.41.ctr',8/14/19,259
4,Pot01.190814.014515.11.ctr',8/14/19,260
4,Pot01.190814.021534.05.ctr',8/14/19,261
4,Pot01.190814.022520.09.ctr',8/14/19,262
4,Pot01.190814.024620.36.ctr',8/14/19,263
4,Pot01.190814.025535.15.ctr',8/14/19,264
4,Pot02.190814.011604.59.ctr',8/14/19,265
4,Pot02.190814.012512.43.ctr',8/14/19,266
4,Pot02.190814.015629.23.ctr',8/14/19,267
4,Pot02.190814.022624.66.ctr',8/14/19,268
4,Pot02.190814.023638.35.ctr',8/14/19,269
4,Pot02.190814.025608.35.ctr',8/14/19,270
4,Pot03.190814.021544.17.ctr',8/14/19,271
4,Pot03.190814.023656.ctr',8/14/19,272
4,Pot04.190814.012547.65.ctr',8/14/19,273
4,Pot04.190814.014624.50.ctr',8/14/19,274
4,Pot04.190814.021553.00.ctr',8/14/19,275
4,Pot05.190814.012551.20.ctr',8/14/19,276
4,Pot05.190814.014619.73.ctr',8/14/19,277
4,Pot05.190814.021618.50.ctr',8/14/19,278
4,Pot.01.190908.005040.17.ctr',9/8/19,279
4,Pot.01.190908.030033.09.ctr',9/8/19,280
4,Pot.01.190908.043003.18.ctr',9/8/19,281
4,Pot.01.190908.045003.13.ctr',9/8/19,282
4,Pot.01.190908.053005.95.ctr',9/8/19,283
4,Pot.01.190908.054026.14.ctr',9/8/19,284
4,Pot.01.190911.034002.99.ctr',9/11/19,285
4,Pot.01.190911.043026.21.ctr',9/11/19,286
4,Pot.01.190911.044131.52.ctr',9/11/19,287
4,Pot.01.190911.045103.74.ctr',9/11/19,288
4,Pot.01.190911.050138.49.ctr',9/11/19,289
4,Pot.01.190911.052001.57.ctr',9/11/19,290
4,Pot.01.190911.234043.86.ctr',9/11/19,291
4,Pot.01.190914.223055.35.ctr',9/14/19,292
4,Pot.01.190914.224004.01.ctr',9/14/19,293
4,Pot.01.190914.230050.94.ctr',9/14/19,294
4,Pot.01.190916.043121.15.ctr',9/16/19,295
4,Pot.01.190916.050000.07.ctr',9/16/19,296
4,Pot.01.190916.054002.26.ctr',9/16/19,297
4,Pot.01.190916.055010.01.ctr',9/16/19,298
4,Pot.01.190916.061010.16.ctr',9/16/19,299
4,Pot.01.190916.064105.03.ctr',9/16/19,300
4,Pot.01.190916.065149.12.ctr',9/16/19,301
4,Pot.01.190921.082050.29.ctr',9/21/19,302
4,Pot.01.190921.083006.21.ctr',9/21/19,303
4,Pot.01.190921.085014.83.ctr',9/21/19,304
4,Pot.02.190908.043006.32.ctr',9/8/19,305
4,Pot.02.190908.053022.22.ctr',9/8/19,306
4,Pot.02.190908.054050.14.ctr',9/8/19,307
4,Pot.02.190911.034011.29.ctr',9/11/19,308
4,Pot.02.190911.035108.80.ctr',9/11/19,309
4,Pot.02.190911.042005.78.ctr',9/11/19,310
4,Pot.02.190911.043041.28.ctr',9/11/19,311
4,Pot.02.190914.224123.19.ctr',9/14/19,312
4,Pot.02.190914.230150.86.ctr',9/14/19,313
4,Pot.02.190916.045043.08.ctr',9/16/19,314
4,Pot.02.190916.050004.80.ctr',9/16/19,315
4,Pot.02.190916.064129.02.ctr',9/16/19,316
4,Pot.02.190921.082152.93.ctr',9/21/19,317
4,Pot.02.190921.083007.07.ctr',9/21/19,318
4,Pot.02.190921.085035.77.ctr',9/21/19,319
4,Pot.03.190908.053024.41.ctr',9/8/19,320
4,Pot.03.190911.034105.43.ctr',9/11/19,321
4,Pot.03.190911.042102.62.ctr',9/11/19,322
4,Pot.03.190911.043126.20.ctr',9/11/19,323
4,Pot.03.190916.045144.15.ctr',9/16/19,324
4,Pot.03.190916.054123.17.ctr',9/16/19,325
4,Pot.03.190916.055129.21.ctr',9/16/19,326
4,Pot.03.190916.064158.16.ctr',9/16/19,327
4,Pot.03.190921.083040.23.ctr',9/21/19,328
4,Pot.03.190921.085122.79.ctr',9/21/19,329
4,Pot.04.190908.053117.45.ctr',9/8/19,330
4,Pot.04.190921.083049.23.ctr',9/21/19,331
4,Pot.06.190908.053120.50.ctr',9/8/19,332
4,Pot.07.190908.053134.61.ctr',9/8/19,333
5,T3C.01.180627.011015.52..ctr,7/19/18,1
5,T3C.01.180702.191005.60.ctr,7/26/18,3
5,T3C.01.180703.154000.41.ctr,7/27/18,4
5,T3C.01.180705.100047.44.ctr,7/29/18,5
5,T3C.01.180713.062057.69.ctr,8/6/18,6
5,T3C.01.180716.081026.66.ctr,8/9/18,7
5,T3C.01.180716.082020.66.ctr,8/9/18,8
5,T3C.01.180720.234055.97.ctr,8/13/18,10
5,T3C.01.180721.072001.42.ctr,8/14/18,11
5,T3C.01.180721.082006.61.ctr,8/14/18,12
5,T3C.01.180721.083048.60.ctr,8/14/18,13
5,T3C.01.180722.171055.04.ctr,8/15/18,14
5,T3C.01.180801.102047.94.ctr,8/25/18,15
5,T3C.01.180803.172010.88.ctr,8/27/18,16
5,T3C.01.180803.185005.01.ctr,8/27/18,17
5,T3C.01.180803.190022.28.ctr,8/27/18,18
5,T3C.01.180803.194046.79.ctr,8/27/18,19
5,T3C.01.180813.225048.86.ctr,9/6/18,20
5,T3C.01.180814.010040.84.ctr,9/7/18,21
5,T3C.01.180814.011049.73.ctr,9/7/18,22
5,T3C.01.180814.012025.07.ctr,9/7/18,23
5,T3C.01.180814.201018.25.ctr,9/7/18,24
5,T3C.01.180815.025015.82.ctr,9/8/18,25
5,T3C.01.180818.032047.98.ctr,9/11/18,26
5,T3C.01.180824.220026.11.ctr,9/17/18,27
5,T3C.01.180827.224034.02.ctr,9/20/18,28
5,T3C.01.180828.153008.04.ctr,9/21/18,30
5,T3C.01.180828.155003.67.ctr,9/21/18,31
5,T3C.02.180716.083035.21.ctr,8/9/18,33
5,T3C.02.180720.032017.23.ctr,8/13/18,34
5,T3C.02.180803.185058.69.ctr,8/27/18,35
5,T3C.02.180813.223044.86.ctr,9/6/18,36
5,T3C.02.180818.032040.82.ctr,9/11/18,37
5,T3C.02.180828.153045.30.ctr,9/21/18,38
5,T3C.03.180716.083039.48.ctr,8/9/18,39
5,T3C.03.180720.032036.83.ctr,8/13/18,40
5,T3C.04.180720.032051.72.ctr,8/13/18,41
1,4,6/13/17,1
1,5,6/13/17,2
1,11,6/13/17,3
1,14,6/13/17,4
1,16,6/13/17,5
1,17,6/13/17,6
1,18,6/13/17,7
1,21,6/13/17,8
1,28,6/13/17,9
1,30,6/13/17,10
1,34,6/13/17,11
1,35,6/13/17,12
1,39,6/13/17,13
1,41,6/13/17,14
1,50,6/13/17,15
1,51,6/13/17,16
1,52,6/13/17,17
1,53,6/13/17,18
1,58,6/13/17,19
1,62,6/13/17,20
1,63,6/13/17,21
1,64,6/13/17,22
1,65,6/13/17,23
1,66,6/13/17,24
1,67,6/13/17,25
1,68,6/13/17,26
1,69,6/13/17,27
1,70,6/13/17,28
1,71,6/13/17,29
1,72,6/13/17,30
1,20170613.150439.27..sel.57.57,6/13/17,32
1,76,6/14/17,33
1,80,6/14/17,34
1,82,6/14/17,35
1,83,6/14/17,36
1,84,6/14/17,37
1,85,6/14/17,38
1,86,6/14/17,39
1,87,6/14/17,40
1,88,6/14/17,41
1,89,6/14/17,42
1,92,6/14/17,43
1,102,6/14/17,45
1,103,6/14/17,46
1,104,6/14/17,47
1,107,6/14/17,48
1,108,6/14/17,49
1,110,6/14/17,50
1,116,6/14/17,52
1,117,6/14/17,53
1,119,6/14/17,54
1,120,6/14/17,55
1,121,6/14/17,56
1,122,6/14/17,57
1,124,6/14/17,58
1,125,6/14/17,59
1,20170613.231118.65..sel.96.96,6/14/17,60
1,126,6/15/17,61
1,129,6/15/17,62
1,132,6/15/17,64
1,134,6/15/17,65
1,135,6/15/17,66
1,137,6/15/17,67
1,138,6/15/17,68
1,139,6/15/17,69
1,140,6/15/17,70
1,141,6/15/17,71
1,143,6/15/17,72
1,20170614.063101.02..sel.133.133,6/15/17,73
1,146,6/16/17,75
1,147,6/16/17,76
1,151,6/16/17,77
1,154,6/16/17,78
1,155,6/16/17,79
1,156,6/16/17,80
1,157,6/16/17,81
1,158,6/16/17,82
1,160,6/16/17,83
1,162,6/16/17,84
1,170,6/16/17,85
1,171,6/16/17,86
1,172,6/16/17,87
1,179,6/16/17,88
1,185,6/16/17,90
1,187,6/16/17,91
1,188,6/16/17,92
1,190,6/16/17,93
1,191,6/16/17,94
1,192,6/16/17,95
1,193,6/16/17,96
1,194,6/16/17,97
1,197,6/16/17,99
1,198,6/16/17,100
1,199,6/16/17,101
1,200,6/16/17,102
1,202,6/16/17,103
1,203,6/16/17,104
1,204,6/16/17,105
1,205,6/16/17,106
1,206,6/16/17,107
1,209,6/16/17,108
1,210,6/16/17,109
1,212,6/16/17,110
1,213,6/16/17,111
1,216,6/16/17,112
1,217,6/16/17,113
1,218,6/17/17,114
1,220,6/17/17,115
1,222,6/17/17,116
1,223,6/17/17,117
1,224,6/17/17,118
1,225,6/17/17,119
1,228,6/18/17,120
1,229,6/18/17,121
1,230,6/18/17,122
1,232,6/18/17,123
1,233,6/18/17,124
1,236,6/18/17,126
1,237,6/18/17,127
1,238,6/18/17,128
1,243,6/18/17,130
1,245,6/18/17,131
1,246,6/18/17,132
1,247,6/18/17,133
1,249,6/18/17,134
1,20170615.051744.39..sel.244.244,6/18/17,136
1,253,6/19/17,137
1,254,6/19/17,138
1,256,6/19/17,139
1,257,6/19/17,140
1,258,6/19/17,141
1,260,6/19/17,142
1,261,6/19/17,143
1,262,6/19/17,144
1,264,6/19/17,145
1,264,6/19/17,146
1,266,6/19/17,147
1,269,6/19/17,148
1,270,6/19/17,149
1,271,6/19/17,150
1,272,6/19/17,151
1,274,6/19/17,152
1,278,6/19/17,153
1,279,6/20/17,154
1,280,6/20/17,155
1,281,6/20/17,156
1,284,6/20/17,158
1,287,6/20/17,159
1,288,6/20/17,160
1,289,6/20/17,161
1,292,6/20/17,163
1,294,6/20/17,164
1,295,6/20/17,165
1,296,6/20/17,166
1,298,6/20/17,167
1,299,6/20/17,168
1,300,6/20/17,169
1,301,6/20/17,170
1,302,6/20/17,171
1,303,6/20/17,172
1,304,6/20/17,173
1,306,6/20/17,174
1,307,6/20/17,175
1,308,6/20/17,176
1,309,6/20/17,177
1,310,6/20/17,178
1,311,6/20/17,179
1,312,6/21/17,180
1,320,6/21/17,183
1,321,6/21/17,184
1,323,6/21/17,186
1,325,6/21/17,187
1,327,6/22/17,188
1,328,6/22/17,189
1,329,6/22/17,190
1,330,6/22/17,191
1,332,6/22/17,193
1,333,6/22/17,194
1,334,6/22/17,195
1,335,6/23/17,196
1,336,6/23/17,197
1,337,6/23/17,198
1,340,6/23/17,200
1,341,6/23/17,201
1,342,6/23/17,202
1,345,6/23/17,205
1,346,6/23/17,206
1,347,6/23/17,207
1,348,6/23/17,208
1,349,6/23/17,209
1,350,6/23/17,210
1,352,6/24/17,211
1,353,6/24/17,212
1,354,6/24/17,213
1,355,6/24/17,214
1,356,6/24/17,215
1,358,6/24/17,217
1,359,6/24/17,218
1,363,6/25/17,221
1,365,6/25/17,222
1,366,6/25/17,223
1,369,6/26/17,225
1,370,6/26/17,226
1,371,6/26/17,227
1,372,6/26/17,228
1,373,6/26/17,229
1,374,6/27/17,230
1,376,6/27/17,231
1,377,6/27/17,232
1,378,6/27/17,233
1,379,6/27/17,234
1,380,6/27/17,235
1,381,6/27/17,236
1,382,6/27/17,237
1,383,6/27/17,238
1,384,6/27/17,239
1,386,6/27/17,240
1,387,6/27/17,241
1,388,6/27/17,242
1,389,6/27/17,243
1,394,6/27/17,245
1,395,6/27/17,246
1,397,6/27/17,247
1,398,6/27/17,248
1,400,6/27/17,249
1,403,6/27/17,250
1,406,6/27/17,251
1,407,6/27/17,252
1,408,6/27/17,253
1,409,6/27/17,254
1,410,6/27/17,255
1,412,6/27/17,257
1,414,6/27/17,258
1,416,6/27/17,259
1,417,6/27/17,260
1,454,6/27/17,262
1,419,6/28/17,263
1,420,6/28/17,264
1,422,6/28/17,266
1,425,6/28/17,269
1,428,6/28/17,270
1,430,6/28/17,272
1,431,6/28/17,273
1,433,6/28/17,275
1,434,6/28/17,276
1,436,6/28/17,277
1,438,6/28/17,279
1,439,6/28/17,280
1,441,6/28/17,282
1,442,6/28/17,283
1,444,6/28/17,284
1,445,6/28/17,285
1,446,6/28/17,286
1,447,6/28/17,287
1,448,6/28/17,288
1,451,6/29/17,289
1,452,6/30/17,290
1,sel.41.T1C.2017.07.ctr',7/1/17,291
1,sel.42.T1C.2017.07.ctr',7/1/17,292
1,sel.43.T1C.2017.07.ctr',7/1/17,293
1,sel.45.T1C.2017.07.ctr',7/1/17,294
1,sel.49.T1C.2017.07.ctr',7/1/17,295
1,sel.51.T1C.2017.07.ctr',7/1/17,296
1,sel.52.T1C.2017.07.ctr',7/1/17,297
1,sel.53.T1C.2017.07.ctr',7/1/17,298
1,sel.58.T1C.2017.07.ctr',7/1/17,299
1,sel.59.T1C.2017.07.ctr',7/1/17,300
1,sel.60.T1C.2017.07.ctr',7/1/17,301
1,sel.63.T1C.2017.07.biphonal.07.ctr',7/1/17,302
1,sel.64.T1C.2017.07.ctr',7/1/17,303
1,sel.66.T1C.2017.07.ctr',7/1/17,304
1,sel.67.T1C.2017.07.ctr',7/1/17,305
1,sel.68.T1C.2017.07.ctr',7/1/17,306
1,sel.69.T1C.2017.07.ctr',7/1/17,307
1,sel.73.T1C.2017.07.ctr',7/1/17,308
1,sel.74.T1C.2017.07.ctr',7/1/17,309
1,sel.75.T1C.2017.07.ctr',7/1/17,310
1,sel.77.T1C.2017.07.ctr',7/1/17,311
1,sel.78.T1C.2017.07.ctr',7/1/17,312
1,sel.79.T1C.2017.07.ctr',7/1/17,313
1,sel.80.T1C.2017.07.ctr',7/1/17,314
1,sel.81.T1C.2017.07.ctr',7/1/17,315
1,sel.82.T1C.2017.07.ctr',7/1/17,316
1,sel.83.T1C.2017.07.ctr',7/1/17,317
1,sel.84.T1C.2017.07.ctr',7/2/17,318
1,sel.85.T1C.2017.07.ctr',7/2/17,319
1,sel.86.T1C.2017.07.ctr',7/2/17,320
1,sel.87.T1C.2017.07.ctr',7/2/17,321
1,sel.88.T1C.2017.07.ctr',7/2/17,322
1,sel.89.T1C.2017.07.ctr',7/2/17,323
1,sel.01.T1C.2017.07.ctr',7/5/17,324
1,sel.03.T1C.2017.07.ctr',7/5/17,326
1,sel.06.T1C.2017.07.ctr',7/5/17,327
1,sel.09.T1C.2017.07.ctr',7/5/17,328
1,sel.100.T1C.2017.07.ctr',7/5/17,330
1,sel.101.T1C.2017.07.ctr',7/5/17,331
1,sel.102.T1C.2017.07.ctr',7/5/17,332
1,sel.103.T1C.2017.07.ctr',7/5/17,333
1,sel.104.T1C.2017.07.ctr',7/5/17,334
1,sel.106.T1C.2017.07.ctr',7/5/17,335
1,sel.109.T1C.2017.07.ctr',7/5/17,337
1,sel.11.T1C.2017.07.ctr',7/5/17,338
1,sel.111.T1C.2017.07.ctr',7/5/17,340
1,sel.112.T1C.2017.07.ctr',7/5/17,341
1,sel.114.T1C.2017.07.ctr',7/5/17,342
1,sel.115.T1C.2017.07.ctr',7/5/17,343
1,sel.116.T1C.2017.07.ctr',7/5/17,344
1,sel.117.T1C.2017.07.ctr',7/5/17,345
1,sel.118.T1C.2017.07.ctr',7/5/17,346
1,sel.119.T1C.2017.07.ctr',7/5/17,347
1,sel.12.T1C.2017.07.ctr',7/5/17,348
1,sel.121.T1C.2017.07.ctr',7/5/17,349
1,sel.122.T1C.2017.07.ctr',7/5/17,350
1,sel.123.T1C.2017.07.ctr',7/5/17,351
1,sel.126.T1C.2017.07.ctr',7/5/17,352
1,sel.127.T1C.2017.07.ctr',7/5/17,353
1,sel.133.T1C.2017.07.ctr',7/5/17,355
1,sel.15.T1C.2017.07.ctr',7/5/17,356
