site,whistle,date,SiteIndex
1,T1C.01.ch01.180807.130000.27.(2).ctr',8/7/18,892
1,T1C.02.ch01.180807.130033.35.(2).ctr',8/7/18,893
1,T1C.05.ch01.180807.131233.10.(2).ctr',8/7/18,895
1,T1C.07.ch01.180807.133729.02.(2).ctr',8/7/18,897
1,T1C.08.ch01.180807.133952.59.(2).ctr',8/7/18,898
1,T1C.03.ch01.180808.142218.18..ctr',8/8/18,900
1,T1C.04.ch01.180808.142609.46..ctr',8/8/18,901
1,T1C.05.ch01.180808.143239.99..ctr',8/8/18,902
1,01.020145.64..ctr',8/9/18,903
1,T1C.01.ch01.180809.230113.52..ctr',8/9/18,904
1,T1C.02.ch01.180809.020209.19..ctr',8/9/18,905
1,T1C.02.ch01.180809.230632.94..ctr',8/9/18,906
1,T1C.03.ch01.180809.020541.06..ctr',8/9/18,907
1,T1C.03.ch01.180809.230717.83..ctr',8/9/18,908
1,T1C.04.ch01.180809.231009.95..ctr',8/9/18,909
1,T1C.05.ch01.180809.231041.72..ctr',8/9/18,910
1,T1C.06.ch01.180809.231140.97..ctr',8/9/18,911
1,T1C.07.ch01.180809.231354.61..ctr',8/9/18,912
1,T1C.08.ch01.180809.231414.34..ctr',8/9/18,913
1,T1C.09.ch01.180809.231730.69..ctr',8/9/18,914
1,T1C.10.ch01.180809.231906.49..ctr',8/9/18,915
1,T1C.02.ch01.180810.000506.51..ctr',8/10/18,916
1,T1C.03.ch01.180810.000752.70..ctr',8/10/18,917
1,T1C.04.ch01.180810.000926.22..ctr',8/10/18,918
1,T1C.06.ch01.180810.001150.99..ctr',8/10/18,919
1,T1C.07.ch01.180810.001348.45..ctr',8/10/18,920
1,T1C.08.ch01.180810.001620.09..ctr',8/10/18,921
1,T1C.12.ch01.180810.074056.32..ctr',8/10/18,922
1,T1C.13.ch01.180810.074209.32..ctr',8/10/18,923
1,T1C.14.ch01.180810.074844.08..ctr',8/10/18,924
1,T1C.15.ch01.180810.074945.31..ctr',8/10/18,925
1,T1C.16.ch01.180810.075247.27..ctr',8/10/18,926
1,T1C.17.ch01.180810.075357.95..ctr',8/10/18,927
1,09.193858.97..ctr',8/11/18,928
1,T1C.02.ch01.180811.180639.84..ctr',8/11/18,930
1,T1C.03.ch01.180811.180821.31..ctr',8/11/18,931
1,T1C.06.ch01.180811.192038.24..ctr',8/11/18,932
1,T1C.01.ch01.180812.160859.49..ctr',8/12/18,935
1,T1C.02.ch01.180812.161051.06..ctr',8/12/18,936
1,T1C.03.ch01.180812.161103.20..ctr',8/12/18,937
1,T1C.04.ch01.180812.161323.30..ctr',8/12/18,938
1,T1C.05.ch01.180812.161722.42..ctr',8/12/18,939
1,T1C.07.ch01.180812.180248.78..ctr',8/12/18,940
1,T1C.08.ch01.180812.181012.45,8/12/18,941
1,T1C.09.ch01.180812.181228.09..ctr',8/12/18,942
1,T1C.10.ch01.180812.181451.69..ctr',8/12/18,943
1,T1C.12.ch01.180812.181846.52..ctr',8/12/18,944
1,T1C.01.ch01.180813.000545.68..ctr',8/13/18,945
1,T1C.02.ch01.180813.000652.82..ctr',8/13/18,946
1,T1C.03.ch01.180813.000723.07..ctr',8/13/18,947
1,T1C.04.ch01.180813.001208.52..ctr',8/13/18,948
1,T1C.07.ch01.180813.001450.07..ctr',8/13/18,949
1,T1C.08.ch01.180813.001544.25..ctr',8/13/18,950
1,T1C.09.ch01.180813.001631.74..ctr',8/13/18,951
1,T1C.11.ch01.180813.001909.26..ctr',8/13/18,952
1,T1C.12.ch01.180813.002119.68..ctr',8/13/18,953
1,T1C.13.ch01.180813.002437.50..ctr',8/13/18,954
1,T1C.15.ch01.180813.003209.41..ctr',8/13/18,955
1,T1C.01.ch01.180814.070353.58..ctr',8/14/18,956
1,T1C.02.ch01.180814.070702.33..ctr',8/14/18,957
1,T1C.04.ch01.180814.071102.92..ctr',8/14/18,958
1,T1C.05.ch01.180814.094102.33..ctr',8/14/18,959
1,T1C.07.ch01.180814.094212.68..ctr',8/14/18,961
1,T1C.08.ch01.180814.095426.61..ctr',8/14/18,962
1,T1C.01.ch01.180815.070249.89..ctr',8/15/18,963
1,T1C.03.ch01.180815.070649.84..ctr',8/15/18,964
1,T1C.04.ch01.180815.070913.65..ctr',8/15/18,965
1,T1C.05.ch01.180815.120255.42..ctr',8/15/18,966
1,T1C.06.ch01.180815.120315.74..ctr',8/15/18,967
1,T1C.03.ch01.180816.091404.85..ctr',8/16/18,969
1,T1C.04.ch01.180816.091638.22..ctr',8/16/18,970
1,T1C.05.ch01.180816.091708.47..ctr',8/16/18,971
1,T1C.06.ch01.180816.091912.97..ctr',8/16/18,972
1,T1C.07.ch01.180816.091911.42..ctr',8/16/18,973
1,T1C.01.ch01.180817.090645.26..ctr',8/17/18,974
1,T1C.02.ch01.180817.091044.76..ctr',8/17/18,975
1,T1C.03.ch01.180817.091457.67..ctr',8/17/18,976
1,T1C.04.ch01.180817.091618.72..ctr',8/17/18,977
1,T1C.01.ch01.180818.070126.30..ctr',8/18/18,978
1,T1C.02.ch01.180818.070136.77..ctr',8/18/18,979
1,T1C.04.ch01.180818.070604.00..ctr',8/18/18,980
1,T1C.05.ch01.180818.070803.07..ctr',8/18/18,981
1,T1C.07.ch01.180818.071355.32..ctr',8/18/18,982
1,T1C.08.ch01.180818.071546.16..ctr',8/18/18,983
1,T1C.09.ch01.180818.071636.31..ctr',8/18/18,984
1,T1C.10.ch01.180818.071630.08..ctr',8/18/18,985
1,T1C.11.ch01.180818.071917.95..ctr',8/18/18,986
1,T1C.12.ch01.180818.122258.01..ctr',8/18/18,987
1,T1C.15.ch01.180818.123633.99..ctr',8/18/18,989
1,T1C.01.ch01.180819.020030.97..ctr',8/19/18,990
1,T1C.02.ch01.180819.020115.16..ctr',8/19/18,991
1,T1C.05.ch01.180819.020734.83..ctr',8/19/18,993
1,T1C.06.ch01.180819.020825.51..ctr',8/19/18,994
1,T1C.07.ch01.180819.021303.28..ctr',8/19/18,995
1,T1C.02.ch01.180820.111149.42..ctr',8/20/18,996
1,T1C.01.ch01.180821.022115.56..ctr',8/21/18,997
1,T1C.02.ch01.180821.062548.27..ctr',8/21/18,998
1,T1C.01.ch01.180822.110043.09..ctr',8/22/18,1001
1,T1C.02.ch01.180822.110132.88..ctr',8/22/18,1002
1,T1C.03.ch01.180822.110347.66..ctr',8/22/18,1003
1,T1C.04.ch01.180822.110638.96..ctr',8/22/18,1004
1,T1C.05.ch01.180822.110909.81..ctr',8/22/18,1005
1,T1C.06.ch01.180822.111256.05..ctr',8/22/18,1006
1,T1C.08.ch01.180822.111548.28..ctr',8/22/18,1008
1,T1C.09.ch01.180822.140305.98..ctr',8/22/18,1009
1,T1C.10.ch01.180822.140907.41..ctr',8/22/18,1010
1,T1C.11.ch01.180822.141629.53..ctr',8/22/18,1011
1,T1C.01.ch01.180823.220051.85..ctr',8/23/18,1012
1,T1C.02.ch01.180823.220120.10..ctr',8/23/18,1013
1,T1C.06.ch01.180823.220647.11..ctr',8/23/18,1014
1,T1C.07.ch01.180823.220954.68..ctr',8/23/18,1015
1,T1C.11.ch01.180823.222155.14..ctr',8/23/18,1017
1,T1C.12.ch01.180823.222719.55..ctr',8/23/18,1018
1,T1C.14.ch01.180823.223144.57..ctr',8/23/18,1020
1,T1C.15.ch01.180823.223445.32..ctr',8/23/18,1021
1,T1C.16.ch01.180823.223554.53..ctr',8/23/18,1022
1,T1C.01.ch01.180824.070348.14.(2).ctr',8/24/18,1023
1,T1C.02.ch01.180824.071920.72.(2).ctr',8/24/18,1024
1,T1C.03.ch01.180824.080807.53.(2).ctr',8/24/18,1025
1,T1C.04.ch01.180824.081100.80..ctr',8/24/18,1026
1,T1C.05.ch01.180824.081146.76.(2).ctr',8/24/18,1027
1,T1C.01.ch01.180826.140259.26..ctr',8/26/18,1028
1,T1C.02.ch01.180826.140711.39..ctr',8/26/18,1029
1,T1C.03.ch01.180826.140753.53..ctr',8/26/18,1030
1,T1C.05.ch01.180826.144530.07..ctr',8/26/18,1031
1,T1C.01.ch01.180827.061203.67..ctr',8/27/18,1032
1,T1C.03.ch01.180827.061308.49..ctr',8/27/18,1033
1,T1C.04.ch01.180827.061842.41..ctr',8/27/18,1034
1,T1C.05.ch01.180827.112348.35..ctr',8/27/18,1035
1,T1C.01.ch01.180828.041155.83..ctr',8/28/18,1036
1,T1C.03.ch01.180828.095319.93..ctr',8/28/18,1037
1,T1C.01.ch01.180830.050059.04..ctr',8/30/18,1039
1,T1C.02.ch01.180830.051620.89..ctr',8/30/18,1040
1,T1C.03.ch01.180830.051753.33..ctr',8/30/18,1041
1,T1C.04.ch01.180830.092703.09..ctr',8/30/18,1042
1,T1C.05.ch01.180830.093110.96..ctr',8/30/18,1043
1,T1C.01.ch01.180831.000134.62..ctr',8/31/18,1044
1,T1C.02.ch01.180831.000157.53..ctr',8/31/18,1045
1,T1C.03.ch01.180831.000550.08..ctr',8/31/18,1046
1,T1C.01.ch01.180901.180239.10..ctr',9/1/18,1047
1,T1C.01.ch01.180902.053037.07..ctr',9/2/18,1048
1,T1C.01.ch01.180902.054924.23..ctr',9/2/18,1049
1,T1C.01.ch01.180903.210042.24..ctr',9/3/18,1050
1,T1C.01.ch01.180903.211845.39..ctr',9/3/18,1051
1,T1C.01.ch01.180903.213001.95..ctr',9/3/18,1052
1,T1C.01.ch01.180903.214503.70..ctr',9/3/18,1053
1,T1C.02.ch01.180903.211848.83..ctr',9/3/18,1054
1,T1C.03.ch01.180903.213128.20..ctr',9/3/18,1057
1,T1C.03.ch01.180903.214719.07..ctr',9/3/18,1058
1,T1C.04.ch01.180903.213327.56..ctr',9/3/18,1059
1,T1C.04.ch01.180903.214739.26..ctr',9/3/18,1060
1,T1C.01.ch01.180904.070017.65..ctr',9/4/18,1061
1,T1C.01.ch01.180904.071748.99..ctr',9/4/18,1062
1,T1C.01.ch01.180904.230108.40..ctr',9/4/18,1063
1,T1C.01.ch01.180904.231501.84..ctr',9/4/18,1064
1,T1C.01.ch01.180904.233001.00..ctr',9/4/18,1065
1,T1C.01.ch01.180904.234709.35..ctr',9/4/18,1066
1,T1C.02.ch01.180904.070115.72..ctr',9/4/18,1067
1,T1C.02.ch01.180904.230239.75..ctr',9/4/18,1068
1,T1C.02.ch01.180904.233004.26..ctr',9/4/18,1069
1,T1C.02.ch01.180904.234512.73..ctr',9/4/18,1070
1,T1C.03.ch01.180904.230034.44..ctr',9/4/18,1072
1,T1C.03.ch01.180904.231656.87..ctr',9/4/18,1073
1,T1C.03.ch01.180904.233017.48..ctr',9/4/18,1074
1,T1C.04.ch01.180904.070428.74..ctr',9/4/18,1075
1,T1C.04.ch01.180904.233031.67..ctr',9/4/18,1076
1,T1C.05.ch01.180904.233113.17..ctr',9/4/18,1077
1,T1C.01.ch01.180905.000016.60..ctr',9/5/18,1078
1,T1C.01.ch01.180905.001928.81..ctr',9/5/18,1079
1,T1C.01.ch01.180905.003006.80..ctr',9/5/18,1080
1,T1C.01.ch01.180905.004619.03..ctr',9/5/18,1081
1,T1C.01.ch01.180905.234942.33..ctr',9/5/18,1082
1,T1C.02.ch01.180905.000110.76..ctr',9/5/18,1083
1,T1C.04.ch01.180905.000305.02..ctr',9/5/18,1085
1,T1C.01.ch01.180906.180016.00..ctr',9/6/18,1087
1,T1C.01.ch01.180906.181541.99..ctr',9/6/18,1088
1,T1C.02.ch01.180906.181700.53..ctr',9/6/18,1090
1,T1C.02.ch01.180906.183319.57..ctr',9/6/18,1091
1,T1C.02.ch01.180906.184513.15..ctr',9/6/18,1092
1,T1C.03.ch01.180906.181740.42..ctr',9/6/18,1093
1,T1C.03.ch01.180906.184532.61..ctr',9/6/18,1094
1,T1C.04.ch01.180906.181845.76..ctr',9/6/18,1095
1,T1C.01.ch01.180907.020001.65..ctr',9/7/18,1096
1,T1C.01.ch01.180907.023038.27..ctr',9/7/18,1097
1,T1C.01.ch01.180907.024508.02..ctr',9/7/18,1098
1,T1C.01.ch01.180907.151509.35..ctr',9/7/18,1100
1,T1C.02.ch01.180907.023102.06..ctr',9/7/18,1101
1,T1C.02.ch01.180907.024526.25..ctr',9/7/18,1102
1,T1C.02.ch01.180907.151517.01..ctr',9/7/18,1103
1,T1C.03.ch01.180907.023219.26..ctr',9/7/18,1104
1,T1C.03.ch01.180907.024604.60..ctr',9/7/18,1105
1,01.151644.84..ctr',9/8/18,1109
1,T1C.01.ch01.180908.020135.51..ctr',9/8/18,1110
1,T1C.01.ch01.180908.154629.41..ctr',9/8/18,1112
1,T1C.02.ch01.180908.151654.02..ctr',9/8/18,1113
1,T1C.02.ch01.180908.154956.61..ctr',9/8/18,1114
1,T1C.01.ch01.180910.170316.50..ctr',9/10/18,1115
1,T1C.01.ch01.180910.171521.47..ctr',9/10/18,1116
1,T1C.01.ch01.180911.100128.08..ctr',9/11/18,1117
1,T1C.02.ch01.180911.101610.78..ctr',9/11/18,1119
1,T1C.03.ch01.180911.101722.65..ctr',9/11/18,1120
1,T1C.01.ch01.180916.120259.85..ctr',9/16/18,1121
1,T1C.01.ch01.180917.131755.09..ctr',9/17/18,1122
1,T1C.01.ch01.180918.154702.03..ctr',9/18/18,1123
1,T1C.01.ch01.180919.224603.28..ctr',9/19/18,1124
1,T1C.01.ch01.180920.081740.81..ctr',9/20/18,1125
1,T1C.01.ch01.180920.084520.63..ctr',9/20/18,1126
1,T1C.03.ch01.180920.084701.08..ctr',9/20/18,1127
1,T1C.04.ch01.180920.084803.33..ctr',9/20/18,1128
1,T1C.01.ch01.180921.093003.84..ctr',9/21/18,1129
1,T1C.01.ch01.180921.180007.68..ctr',9/21/18,1130
1,T1C.02.ch01.180921.093021.47..ctr',9/21/18,1132
1,T1C.03.ch01.180921.180152.66..ctr',9/21/18,1133
1,T1C.06.ch01.180921.093114.63..ctr',9/21/18,1135
1,T1C.07.ch01.180921.093207.89,9/21/18,1136
1,T1C.08.ch01.180921.093252.09..ctr',9/21/18,1137
1,T1C.09.ch01.180921.093259.85..ctr',9/21/18,1138
1,T1C.10.ch01.180921.093315.64..ctr',9/21/18,1139
1,T1C.01.ch01.180922.083016.51..ctr',9/22/18,1140
1,T1C.01.ch01.180922.091524.46..ctr',9/22/18,1142
1,T1C.01.ch01.180922.093157.52..ctr',9/22/18,1143
1,T1C.01.ch01.180922.094821.25..ctr',9/22/18,1144
1,T1C.01.ch01.180922.121703.61..ctr',9/22/18,1145
1,T1C.02.ch01.180922.083039.21..ctr',9/22/18,1147
1,T1C.02.ch01.180922.091530.39..ctr',9/22/18,1148
1,T1C.02.ch01.180922.093220.83..ctr',9/22/18,1149
1,T1C.02.ch01.180922.094831.36..ctr',9/22/18,1150
1,T1C.02.ch01.180922.121754.73..ctr',9/22/18,1151
1,T1C.02.ch01.180922.124756.93..ctr',9/22/18,1152
1,T1C.03.ch01.180922.083104.32..ctr',9/22/18,1153
1,T1C.03.ch01.180922.090041.76..ctr',9/22/18,1154
1,T1C.03.ch01.180922.091752.50..ctr',9/22/18,1155
1,T1C.03.ch01.180922.094922.07..ctr',9/22/18,1156
1,T1C.04.ch01.180922.090338.69..ctr',9/22/18,1157
1,T1C.05.ch01.180922.090349.39..ctr',9/22/18,1158
1,T1C.08.ch01.180922.090424.43..ctr',9/22/18,1159
1,T1C.01.ch01.180923.080145.99..ctr',9/23/18,1160
1,T1C.01.ch01.180923.081600.76..ctr',9/23/18,1161
1,T1C.01.ch01.180923.083004.80..ctr',9/23/18,1162
1,T1C.01.ch01.180923.130015.29..ctr',9/23/18,1163
1,T1C.01.ch01.180923.131512.36..ctr',9/23/18,1164
1,T1C.01.ch01.180923.133018.28..ctr',9/23/18,1165
1,T1C.02.ch01.180923.083010.90..ctr',9/23/18,1168
1,T1C.02.ch01.180923.131607.38..ctr',9/23/18,1170
1,T1C.02.ch01.180923.133146.86..ctr',9/23/18,1171
1,T1C.03.ch01.180923.081815.22..ctr',9/23/18,1172
1,T1C.03.ch01.180923.083056.65..ctr',9/23/18,1173
1,T1C.03.ch01.180923.130139.43..ctr',9/23/18,1174
1,T1C.03.ch01.180923.133155.13..ctr',9/23/18,1175
1,T1C.04.ch01.180923.081855.38..ctr',9/23/18,1176
1,T1C.04.ch01.180923.083128.90..ctr',9/23/18,1177
1,T1C.04.ch01.180923.130153.04..ctr',9/23/18,1178
1,T1C.04.ch01.180923.133300.20..ctr',9/23/18,1179
1,T1C.05.ch01.180923.081909.61..ctr',9/23/18,1180
1,T1C.05.ch01.180923.083142.23,9/23/18,1181
1,T1C.05.ch01.180923.130222.81..ctr',9/23/18,1182
1,T1C.05.ch01.180923.131744.70..ctr',9/23/18,1183
1,T1C.06.ch01.180923.083153.36..ctr',9/23/18,1184
1,T1C.06.ch01.180923.130236.69..ctr',9/23/18,1185
1,T1C.06.ch01.180923.131747.56..ctr',9/23/18,1186
1,T1C.07.ch01.180923.083206.62..ctr',9/23/18,1187
1,T1C.07.ch01.180923.130246.15..ctr',9/23/18,1188
1,T1C.07.ch01.180923.131757.07..ctr',9/23/18,1189
1,T1C.08.ch01.180923.083228.31..ctr',9/23/18,1190
1,T1C.08.ch01.180923.130408.24..ctr',9/23/18,1191
1,T1C.09.ch01.180923.083230.82..ctr',9/23/18,1192
1,T1C.09.ch01.180923.131835.56..ctr',9/23/18,1194
1,T1C.10.ch01.180923.083241.87..ctr',9/23/18,1195
1,T1C.11.ch01.180923.131854.47..ctr',9/23/18,1197
1,T1C.12.ch01.180923.083259.88..ctr',9/23/18,1198
1,T1C.12.ch01.180923.131912.12..ctr',9/23/18,1199
1,T1C.14.ch01.180923.131951.60..ctr',9/23/18,1201
1,T1C.01.ch01.180925.100316.86..ctr',9/25/18,1202
1,T1C.01.ch01.180925.121732.48..ctr',9/25/18,1203
1,T1C.02.ch01.180925.100424.49..ctr',9/25/18,1204
1,T1C.01.ch01.180926.110238.11..ctr',9/26/18,1206
1,T1C.01.ch01.180926.111611.85..ctr',9/26/18,1207
1,T1C.01.ch01.180926.113314.31..ctr',9/26/18,1208
1,T1C.01.ch01.180926.120106.42..ctr',9/26/18,1210
1,T1C.02.ch01.180926.110428.83..ctr',9/26/18,1211
1,T1C.02.ch01.180926.111744.33..ctr',9/26/18,1212
1,T1C.02.ch01.180926.114843.21..ctr',9/26/18,1213
1,T1C.03.ch01.180926.114917.67..ctr',9/26/18,1214
1,08.084917.35..ctr',9/27/18,1215
1,T1C.02.ch01.180927.084614.21..ctr',9/27/18,1217
1,T1C.03.ch01.180927.084623.70..ctr',9/27/18,1218
1,T1C.04.ch01.180927.084639.17..ctr',9/27/18,1219
1,T1C.05.ch01.180927.084757.34..ctr',9/27/18,1220
1,T1C.06.ch01.180927.084850.68..ctr',9/27/18,1221
1,T1C.07.ch01.180927.084910.23..ctr',9/27/18,1222
1,T1C.09.ch01.180927.084930.16..ctr',9/27/18,1223
1,T1C.01.ch01.180908.151644.84..ctr',9/28/18,1224
1,T1C.01.ch01.180928.110204.18..ctr',9/28/18,1225
1,T1C.01.ch01.180928.114548.36..ctr',9/28/18,1226
1,T1C.01.ch01.180928.170359.20..ctr',9/28/18,1227
1,T1C.01.ch01.180928.173001.20..ctr',9/28/18,1228
1,T1C.01.ch01.180928.174516.27..ctr',9/28/18,1229
1,T1C.02.ch01.180928.173033.34..ctr',9/28/18,1230
1,T1C.02.ch01.180928.174532.42..ctr',9/28/18,1231
1,T1C.03.ch01.180928.173053.95..ctr',9/28/18,1232
1,T1C.03.ch01.180928.174656.03..ctr',9/28/18,1233
1,T1C.04.ch01.180928.173413.19..ctr',9/28/18,1234
1,T1C.06.ch01.180928.174933.59..ctr',9/28/18,1237
1,T1C.01.ch01.180929.000014.03..ctr',9/29/18,1238
1,T1C.01.ch01.180929.001502.70..ctr',9/29/18,1239
1,T1C.01.ch01.180929.003322.52..ctr',9/29/18,1240
1,T1C.01.ch01.180929.191639.19..ctr',9/29/18,1241
1,T1C.01.ch01.180929.193019.82..ctr',9/29/18,1242
1,T1C.01.ch01.180929.194513.28..ctr',9/29/18,1243
1,T1C.02.ch01.180929.000033.90..ctr',9/29/18,1244
1,T1C.02.ch01.180929.001728.01..ctr',9/29/18,1245
1,T1C.02.ch01.180929.003415.79..ctr',9/29/18,1246
1,T1C.02.ch01.180929.193001.92..ctr',9/29/18,1248
1,T1C.03.ch01.180929.001803.19..ctr',9/29/18,1250
1,T1C.03.ch01.180929.004828.52..ctr',9/29/18,1251
1,T1C.04.ch01.180929.001821.13..ctr',9/29/18,1253
1,T1C.01.ch01.180930.110014.49..ctr',9/30/18,1254
1,T1C.01.ch01.180930.111611.04..ctr',9/30/18,1255
1,T1C.01.ch01.180930.113229.83..ctr',9/30/18,1256
1,T1C.01.ch01.180930.114730.68..ctr',9/30/18,1257
1,T1C.01.ch01.180930.220327.61..ctr',9/30/18,1258
1,T1C.01.ch01.180930.221833.69..ctr',9/30/18,1259
1,T1C.01.ch01.180930.223214.63..ctr',9/30/18,1260
1,T1C.02.ch01.180930.223229.84..ctr',9/30/18,1262
1,T1C.02.ch01.180930.224916.26..ctr',9/30/18,1263
1,T1C.03.ch01.180930.110217.72..ctr',9/30/18,1264
1,T1C.05.ch01.180930.110342.88..ctr',9/30/18,1267
1,T1C.01.ch01.181003.071737.15..ctr',10/3/18,1268
1,T1C.03.ch01.181003.083245.83..ctr',10/3/18,1269
1,T1C.05.ch01.181003.083350.57..ctr',10/3/18,1270
1,T1C.01.ch01.181004.1017.30..ctr',10/4/18,1272
1,T1C.01.ch01.181005.060819.18..ctr',10/5/18,1273
1,T1C.02.ch01.181005.061020.75..ctr',10/5/18,1274
1,T1C.03.ch01.181005.061654.93..ctr',10/5/18,1275
1,T1C.04.ch01.181005.061725.86..ctr',10/5/18,1276
1,T1C.05.ch01.181005.061912.68..ctr',10/5/18,1277
1,T1C.06.ch01.181005.062308.42..ctr',10/5/18,1278
1,T1C.01.ch01.181006.110428.18..ctr',10/6/18,1279
1,T1C.02.ch01.181006.144406.05..ctr',10/6/18,1280
1,T1C.01.ch01.181007.100409.25..ctr',10/7/18,1281
1,T1C.02.ch01.181007.100930.85..ctr',10/7/18,1282
1,T1C.03.ch01.181007.101706.74..ctr',10/7/18,1283
1,T1C.04.ch01.181007.102313.90..ctr',10/7/18,1284
1,T1C.01.ch01.181008.070105.43..ctr',10/8/18,1285
1,T1C.02.ch01.181008.071933.60..ctr',10/8/18,1286
1,T1C.03.ch01.181008.071943.22..ctr',10/8/18,1287
1,T1C.02.ch01.181009.111128.57..ctr',10/9/18,1291
1,T1C.01.ch01.181010.133900.56..ctr',10/10/18,1292
1,T1C.01.ch01.181011.060634.52..ctr',10/11/18,1293
1,T1C.01.ch01.181013.031947.22..ctr',10/13/18,1295
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,